Order_ID,Order_Date,Customer_ID,Category,Product,Quantity,Unit_Price,Total_Amount,City,Payment_Mode
ORD10745,2025-04-20,CUST292,Clothing,Jeans,5,999,4995,Kolkata,Card
ORD10995,2025-08-27,CUST156,Home,Mixer Grinder,3,99,297,Jaipur,Cash
ORD10984,2025-03-02,CUST213,Grocery,Tea Pack,1,1499,1499,Delhi,Card
ORD10272,2025-08-28,CUST355,Grocery,Cooking Oil,4,999,3996,Mumbai,UPI
ORD10362,2025-05-18,CUST178,Clothing,Jeans,1,99,99,Kanpur,Card
ORD10936,2025-06-20,CUST371,Electronics,Headphones,4,1499,5996,Lucknow,UPI
ORD10278,2025-07-11,CUST273,Electronics,Mobile Charger,1,499,499,Jaipur,UPI
ORD10873,2025-11-01,CUST178,Electronics,Smart Watch,1,199,199,Kolkata,UPI
ORD10937,2025-10-22,CUST206,Home,Water Bottle,5,999,4995,Kolkata,Card
ORD10830,2025-06-09,CUST207,Electronics,Smart Watch,1,999,999,Mumbai,Cash
ORD10971,2025-05-15,CUST253,Grocery,Rice 5kg,1,199,199,Pune,Card
ORD10970,2025-09-10,CUST386,Electronics,Smart Watch,5,299,1495,Pune,UPI
ORD10148,2025-05-02,CUST295,Grocery,Biscuits,4,99,396,Jaipur,UPI
ORD10300,2025-09-11,CUST195,Grocery,Rice 5kg,4,2499,9996,Pune,UPI
ORD10735,2025-09-06,CUST198,Grocery,Rice 5kg,2,99,198,Lucknow,Cash
ORD10916,2025-01-28,CUST199,Grocery,Biscuits,2,299,598,Lucknow,Cash
ORD10935,2025-07-09,CUST337,Home,Bedsheet,4,199,796,Pune,Card
ORD10875,2025-03-01,CUST126,Clothing,T-Shirt,3,2499,7497,Delhi,UPI
ORD10052,2025-02-22,CUST281,Clothing,Jeans,2,1499,2998,Kolkata,Card
ORD10906,2025-02-24,CUST158,Home,Bedsheet,5,99,495,Kanpur,Card
ORD10624,2025-05-24,CUST171,Electronics,Mobile Charger,5,99,495,Jaipur,Cash
ORD10023,2025-09-01,CUST381,Electronics,Mobile Charger,2,1499,2998,Delhi,UPI
ORD10501,2025-09-01,CUST253,Home,Table Lamp,5,199,995,Lucknow,UPI
ORD10695,2025-07-05,CUST400,Clothing,Kurta,3,499,1497,Jaipur,UPI
ORD10665,2025-05-26,CUST386,Electronics,Headphones,1,999,999,Jaipur,UPI
ORD10210,2025-06-23,CUST126,Clothing,Kurta,4,2499,9996,Kolkata,Card
ORD10410,2025-02-02,CUST373,Electronics,Bluetooth Speaker,3,2499,7497,Kanpur,Cash
ORD10143,2025-07-30,CUST389,Home,Bedsheet,2,999,1998,Pune,Cash
ORD10051,2025-06-07,CUST286,Grocery,Biscuits,2,99,198,Kolkata,Cash
ORD10167,2025-05-22,CUST174,Clothing,Jeans,5,99,495,Delhi,Card
ORD10687,2025-05-09,CUST387,Grocery,Tea Pack,4,299,1196,Kolkata,Card
ORD10583,2025-11-16,CUST248,Clothing,Jeans,2,199,398,Pune,UPI
ORD10082,2025-01-26,CUST233,Home,Bedsheet,4,199,796,Kanpur,UPI
ORD10573,2025-10-14,CUST342,Electronics,Mobile Charger,4,299,1196,Pune,Card
ORD10322,2025-08-26,CUST378,Grocery,Rice 5kg,1,299,299,Kanpur,Card
ORD10985,2025-04-18,CUST166,Grocery,Cooking Oil,3,199,597,Lucknow,UPI
ORD10994,2025-08-06,CUST209,Electronics,Mobile Charger,3,499,1497,Jaipur,Cash
ORD10443,2025-02-09,CUST392,Grocery,Biscuits,3,299,897,Mumbai,Cash
ORD10067,2025-01-13,CUST123,Clothing,Jeans,2,199,398,Delhi,UPI
ORD10335,2025-07-13,CUST120,Electronics,Mobile Charger,1,299,299,Kolkata,Cash
ORD10954,2025-04-05,CUST205,Grocery,Biscuits,3,299,897,Jaipur,Card
ORD10726,2025-12-19,CUST293,Clothing,Kurta,2,99,198,Mumbai,Card
ORD10290,2025-04-09,CUST226,Clothing,Jacket,5,499,2495,Mumbai,Card
ORD10858,2025-09-07,CUST323,Electronics,Headphones,2,1499,2998,Delhi,Cash
ORD10650,2025-09-02,CUST219,Electronics,Bluetooth Speaker,2,299,598,Kolkata,Cash
ORD10284,2025-05-16,CUST396,Clothing,T-Shirt,5,499,2495,Jaipur,Cash
ORD10822,2025-11-17,CUST373,Clothing,T-Shirt,3,499,1497,Kolkata,Cash
ORD10569,2025-05-01,CUST140,Grocery,Biscuits,4,2499,9996,Kanpur,UPI
ORD10065,2025-08-15,CUST209,Home,Water Bottle,4,499,1996,Jaipur,UPI
ORD10715,2025-08-26,CUST116,Home,Water Bottle,4,299,1196,Mumbai,Cash
ORD10265,2025-01-16,CUST354,Grocery,Biscuits,5,1499,7495,Pune,Card
ORD10467,2025-04-13,CUST369,Clothing,Kurta,2,499,998,Delhi,Card
ORD10597,2025-02-04,CUST358,Clothing,Jeans,2,999,1998,Delhi,UPI
ORD10633,2025-10-19,CUST189,Clothing,Jacket,5,999,4995,Kanpur,Card
ORD10021,2025-02-27,CUST285,Electronics,Smart Watch,4,99,396,Kolkata,UPI
ORD10460,2025-03-13,CUST162,Grocery,Rice 5kg,4,99,396,Lucknow,Cash
ORD10846,2025-09-07,CUST158,Grocery,Rice 5kg,5,2499,12495,Jaipur,Card
ORD10768,2025-12-23,CUST238,Grocery,Rice 5kg,3,199,597,Lucknow,UPI
ORD10297,2025-10-09,CUST180,Home,Mixer Grinder,2,99,198,Kanpur,Card
ORD10724,2025-07-02,CUST178,Electronics,Smart Watch,1,99,99,Pune,Card
ORD10782,2025-11-10,CUST218,Electronics,Smart Watch,5,999,4995,Jaipur,Cash
ORD10262,2025-10-01,CUST147,Clothing,Jeans,3,999,2997,Jaipur,Card
ORD10961,2025-02-12,CUST375,Grocery,Tea Pack,2,99,198,Kolkata,UPI
ORD10079,2025-05-20,CUST323,Home,Bedsheet,4,199,796,Kanpur,Cash
ORD10701,2025-06-16,CUST343,Electronics,Headphones,3,2499,7497,Kanpur,Card
ORD10398,2025-01-17,CUST240,Electronics,Headphones,2,299,598,Delhi,Card
ORD10902,2025-03-02,CUST208,Electronics,Smart Watch,1,499,499,Kolkata,Card
ORD10505,2025-08-23,CUST106,Home,Water Bottle,3,999,2997,Kolkata,Card
ORD10779,2025-10-13,CUST372,Grocery,Cooking Oil,3,99,297,Pune,Cash
ORD10910,2025-01-21,CUST168,Grocery,Biscuits,2,999,1998,Lucknow,Card
ORD10189,2025-11-13,CUST125,Electronics,Mobile Charger,2,2499,4998,Pune,Cash
ORD10252,2025-12-22,CUST351,Home,Bedsheet,5,299,1495,Delhi,Cash
ORD10102,2025-04-09,CUST261,Clothing,Jeans,1,1499,1499,Lucknow,Card
ORD10524,2025-11-16,CUST303,Home,Water Bottle,5,2499,12495,Jaipur,Cash
ORD10420,2025-03-10,CUST173,Clothing,Jacket,2,499,998,Lucknow,Card
ORD10413,2025-03-22,CUST325,Home,Mixer Grinder,1,2499,2499,Kanpur,Cash
ORD10890,2025-08-09,CUST211,Electronics,Mobile Charger,5,2499,12495,Jaipur,Card
ORD10982,2025-03-01,CUST167,Electronics,Bluetooth Speaker,4,99,396,Lucknow,UPI
ORD10917,2025-12-10,CUST122,Home,Table Lamp,2,199,398,Lucknow,Card
ORD10152,2025-06-01,CUST267,Electronics,Smart Watch,2,99,198,Pune,UPI
ORD10432,2025-09-19,CUST204,Clothing,T-Shirt,3,99,297,Kolkata,Cash
ORD10331,2025-06-03,CUST292,Clothing,Kurta,4,199,796,Delhi,Card
ORD10570,2025-06-11,CUST160,Home,Mixer Grinder,4,499,1996,Kanpur,Card
ORD10616,2025-11-12,CUST229,Grocery,Cooking Oil,2,199,398,Delhi,Cash
ORD10385,2025-06-19,CUST386,Grocery,Cooking Oil,5,199,995,Kanpur,UPI
ORD10756,2025-09-16,CUST146,Home,Table Lamp,5,999,4995,Delhi,UPI
ORD10366,2025-07-31,CUST298,Clothing,Kurta,1,299,299,Kolkata,Cash
ORD10282,2025-09-18,CUST372,Clothing,Jacket,5,2499,12495,Kanpur,Card
ORD10930,2025-01-21,CUST340,Grocery,Rice 5kg,4,99,396,Pune,Card
ORD10535,2025-03-03,CUST295,Electronics,Bluetooth Speaker,2,999,1998,Jaipur,UPI
ORD10749,2025-07-02,CUST179,Grocery,Rice 5kg,1,499,499,Delhi,UPI
ORD10483,2025-06-19,CUST139,Grocery,Rice 5kg,4,199,796,Delhi,UPI
ORD10418,2025-03-03,CUST316,Electronics,Headphones,3,2499,7497,Pune,Cash
ORD10208,2025-11-27,CUST188,Electronics,Smart Watch,1,999,999,Lucknow,Cash
ORD10527,2025-09-22,CUST223,Clothing,Jacket,2,199,398,Lucknow,Card
ORD10219,2025-08-18,CUST219,Grocery,Biscuits,5,299,1495,Jaipur,Cash
ORD10240,2025-01-25,CUST269,Grocery,Tea Pack,3,2499,7497,Mumbai,Cash
ORD10854,2025-01-16,CUST220,Clothing,T-Shirt,3,2499,7497,Kanpur,Card
ORD10356,2025-12-31,CUST303,Electronics,Mobile Charger,5,199,995,Lucknow,UPI
ORD10581,2025-06-25,CUST250,Home,Bedsheet,3,499,1497,Kanpur,Cash
ORD10193,2025-05-11,CUST248,Clothing,Jeans,2,2499,4998,Mumbai,Cash
ORD10281,2025-03-25,CUST301,Grocery,Tea Pack,5,299,1495,Jaipur,Card
ORD10192,2025-07-22,CUST128,Home,Water Bottle,1,199,199,Lucknow,Cash
ORD10500,2025-10-11,CUST131,Clothing,Kurta,5,199,995,Kolkata,UPI
ORD10485,2025-02-04,CUST279,Clothing,Jeans,2,1499,2998,Mumbai,Cash
ORD10452,2025-10-18,CUST131,Grocery,Biscuits,1,999,999,Kanpur,Card
ORD10133,2025-10-10,CUST378,Home,Table Lamp,3,299,897,Kanpur,UPI
ORD10566,2025-12-13,CUST297,Grocery,Biscuits,3,1499,4497,Delhi,Card
ORD10447,2025-05-06,CUST177,Home,Bedsheet,5,2499,12495,Lucknow,UPI
ORD10253,2025-08-16,CUST144,Grocery,Rice 5kg,4,199,796,Kolkata,Card
ORD10568,2025-06-19,CUST242,Electronics,Bluetooth Speaker,3,199,597,Lucknow,Card
ORD10264,2025-11-25,CUST395,Electronics,Headphones,1,99,99,Mumbai,Card
ORD10071,2025-08-26,CUST371,Grocery,Rice 5kg,4,199,796,Jaipur,Card
ORD10113,2025-02-08,CUST180,Grocery,Cooking Oil,2,999,1998,Lucknow,UPI
ORD10328,2025-12-05,CUST366,Clothing,Jeans,3,199,597,Delhi,UPI
ORD10116,2025-03-14,CUST136,Grocery,Cooking Oil,3,2499,7497,Lucknow,Cash
ORD10324,2025-01-09,CUST223,Electronics,Headphones,4,999,3996,Delhi,Cash
ORD10615,2025-06-26,CUST208,Electronics,Smart Watch,2,1499,2998,Kanpur,Card
ORD10733,2025-06-15,CUST309,Home,Bedsheet,5,299,1495,Pune,UPI
ORD10826,2025-09-05,CUST356,Electronics,Bluetooth Speaker,5,99,495,Delhi,Cash
ORD10686,2025-01-05,CUST190,Grocery,Cooking Oil,2,499,998,Kanpur,UPI
ORD10886,2025-08-28,CUST138,Electronics,Mobile Charger,3,299,897,Pune,UPI
ORD10531,2025-05-31,CUST149,Clothing,Jeans,5,199,995,Kanpur,Cash
ORD10975,2025-10-25,CUST129,Clothing,T-Shirt,3,199,597,Delhi,UPI
ORD10769,2025-05-19,CUST284,Electronics,Headphones,4,1499,5996,Kolkata,Cash
ORD10458,2025-07-22,CUST362,Grocery,Rice 5kg,2,299,598,Lucknow,Card
ORD10620,2025-12-04,CUST256,Home,Table Lamp,3,999,2997,Pune,Card
ORD10591,2025-08-15,CUST215,Electronics,Smart Watch,2,999,1998,Pune,Card
ORD10674,2025-04-04,CUST197,Clothing,Jeans,5,299,1495,Kanpur,Card
ORD10279,2025-07-25,CUST356,Grocery,Cooking Oil,5,999,4995,Lucknow,Cash
ORD10864,2025-09-25,CUST145,Clothing,Kurta,5,99,495,Delhi,UPI
ORD10716,2025-07-20,CUST136,Grocery,Rice 5kg,3,2499,7497,Jaipur,UPI
ORD10003,2025-04-23,CUST329,Electronics,Mobile Charger,5,499,2495,Jaipur,UPI
ORD10230,2025-11-15,CUST334,Electronics,Mobile Charger,4,1499,5996,Lucknow,Cash
ORD10776,2025-10-21,CUST178,Home,Bedsheet,4,199,796,Kanpur,UPI
ORD10895,2025-10-02,CUST283,Home,Table Lamp,1,999,999,Mumbai,Card
ORD10944,2025-02-14,CUST141,Clothing,T-Shirt,2,499,998,Kanpur,Cash
ORD10805,2025-12-21,CUST393,Grocery,Tea Pack,5,1499,7495,Kolkata,Card
ORD10200,2025-02-28,CUST371,Grocery,Rice 5kg,5,1499,7495,Jaipur,Cash
ORD10372,2025-07-23,CUST263,Grocery,Biscuits,3,199,597,Mumbai,Card
ORD10946,2025-11-18,CUST111,Home,Bedsheet,2,999,1998,Mumbai,UPI
ORD10571,2025-01-19,CUST385,Electronics,Headphones,4,499,1996,Jaipur,Cash
ORD10438,2025-10-23,CUST139,Clothing,T-Shirt,3,1499,4497,Kanpur,UPI
ORD10725,2025-06-12,CUST385,Electronics,Mobile Charger,4,199,796,Kolkata,Card
ORD10066,2025-12-06,CUST271,Grocery,Rice 5kg,3,999,2997,Lucknow,Cash
ORD10308,2025-05-01,CUST131,Electronics,Smart Watch,3,1499,4497,Pune,Cash
ORD10041,2025-06-10,CUST222,Clothing,Jacket,2,1499,2998,Mumbai,UPI
ORD10816,2025-06-15,CUST103,Clothing,Jacket,5,999,4995,Lucknow,Card
ORD10729,2025-10-11,CUST182,Home,Water Bottle,5,2499,12495,Lucknow,Card
ORD10977,2025-09-29,CUST139,Clothing,T-Shirt,3,299,897,Jaipur,Cash
ORD10558,2025-07-03,CUST324,Electronics,Mobile Charger,2,299,598,Jaipur,UPI
ORD10375,2025-11-21,CUST255,Electronics,Bluetooth Speaker,4,199,796,Delhi,UPI
ORD10713,2025-05-18,CUST164,Electronics,Mobile Charger,1,299,299,Pune,UPI
ORD10621,2025-03-28,CUST102,Grocery,Tea Pack,3,499,1497,Mumbai,Cash
ORD10274,2025-09-11,CUST340,Clothing,T-Shirt,1,299,299,Mumbai,Card
ORD10766,2025-09-25,CUST232,Grocery,Cooking Oil,2,999,1998,Jaipur,UPI
ORD10908,2025-01-24,CUST188,Grocery,Tea Pack,2,2499,4998,Mumbai,Cash
ORD10708,2025-11-27,CUST299,Home,Table Lamp,2,199,398,Kolkata,UPI
ORD10942,2025-07-10,CUST276,Home,Water Bottle,1,99,99,Kanpur,UPI
ORD10178,2025-12-07,CUST230,Electronics,Smart Watch,4,299,1196,Mumbai,Cash
ORD10301,2025-11-05,CUST154,Electronics,Headphones,3,999,2997,Mumbai,UPI
ORD10038,2025-09-15,CUST371,Electronics,Headphones,5,499,2495,Delhi,Cash
ORD10354,2025-12-21,CUST390,Electronics,Mobile Charger,2,2499,4998,Kanpur,UPI
ORD10203,2025-08-14,CUST134,Home,Water Bottle,3,199,597,Kanpur,UPI
ORD10721,2025-11-21,CUST322,Electronics,Mobile Charger,1,199,199,Mumbai,Cash
ORD10237,2025-04-04,CUST169,Grocery,Biscuits,4,1499,5996,Lucknow,Card
ORD10150,2025-04-28,CUST280,Electronics,Bluetooth Speaker,3,2499,7497,Delhi,Card
ORD10987,2025-01-31,CUST340,Electronics,Headphones,5,999,4995,Lucknow,UPI
ORD10448,2025-11-22,CUST104,Electronics,Mobile Charger,5,299,1495,Mumbai,Cash
ORD10218,2025-07-30,CUST286,Grocery,Cooking Oil,4,99,396,Pune,Card
ORD10744,2025-11-21,CUST320,Clothing,Jacket,4,2499,9996,Kolkata,Card
ORD10493,2025-01-26,CUST301,Clothing,Jacket,2,99,198,Jaipur,Card
ORD10925,2025-10-19,CUST130,Clothing,Jeans,1,1499,1499,Jaipur,UPI
ORD10723,2025-02-15,CUST227,Home,Bedsheet,3,2499,7497,Delhi,UPI
ORD10499,2025-12-23,CUST149,Clothing,T-Shirt,2,2499,4998,Lucknow,Card
ORD10303,2025-08-23,CUST231,Electronics,Smart Watch,2,1499,2998,Pune,Cash
ORD10943,2025-09-30,CUST249,Electronics,Bluetooth Speaker,5,1499,7495,Kanpur,Card
ORD10738,2025-08-01,CUST288,Home,Mixer Grinder,3,999,2997,Kolkata,Card
ORD10105,2025-01-28,CUST383,Electronics,Mobile Charger,3,99,297,Mumbai,Card
ORD10389,2025-05-15,CUST350,Clothing,Jeans,4,99,396,Jaipur,Card
ORD10479,2025-03-22,CUST323,Clothing,Jacket,3,199,597,Kolkata,Card
ORD10512,2025-06-03,CUST326,Home,Mixer Grinder,2,199,398,Kolkata,UPI
ORD10423,2025-03-13,CUST226,Home,Water Bottle,4,299,1196,Mumbai,Card
ORD10388,2025-02-22,CUST374,Grocery,Tea Pack,1,999,999,Delhi,UPI
ORD10592,2025-08-18,CUST190,Clothing,Jeans,2,299,598,Pune,Cash
ORD10391,2025-10-30,CUST143,Home,Bedsheet,3,999,2997,Pune,Cash
ORD10832,2025-02-28,CUST107,Clothing,Jeans,2,299,598,Jaipur,Card
ORD10353,2025-08-11,CUST269,Electronics,Mobile Charger,1,499,499,Jaipur,Cash
ORD10194,2025-03-08,CUST294,Electronics,Bluetooth Speaker,4,199,796,Jaipur,Card
ORD10236,2025-10-07,CUST273,Clothing,Jeans,1,299,299,Kolkata,Card
ORD10791,2025-05-27,CUST336,Home,Table Lamp,3,2499,7497,Delhi,UPI
ORD10918,2025-05-09,CUST271,Clothing,Jacket,2,499,998,Jaipur,UPI
ORD10481,2025-12-19,CUST250,Grocery,Biscuits,3,1499,4497,Delhi,Cash
ORD10849,2025-03-13,CUST397,Electronics,Headphones,2,2499,4998,Kolkata,Card
ORD10056,2025-01-13,CUST198,Clothing,Jacket,2,199,398,Kanpur,UPI
ORD10117,2025-08-28,CUST255,Clothing,Jacket,4,99,396,Pune,UPI
ORD10841,2025-03-29,CUST244,Electronics,Smart Watch,4,499,1996,Kolkata,UPI
ORD10999,2025-12-12,CUST351,Home,Water Bottle,2,99,198,Pune,Cash
ORD10675,2025-05-16,CUST205,Grocery,Cooking Oil,2,2499,4998,Delhi,Cash
ORD10802,2025-01-04,CUST225,Home,Mixer Grinder,5,999,4995,Jaipur,UPI
ORD10121,2025-06-28,CUST309,Home,Table Lamp,1,499,499,Mumbai,UPI
ORD10761,2025-07-07,CUST278,Electronics,Headphones,4,499,1996,Delhi,UPI
ORD10794,2025-08-21,CUST203,Clothing,Kurta,1,199,199,Kanpur,Cash
ORD10622,2025-07-04,CUST168,Grocery,Biscuits,3,2499,7497,Pune,Card
ORD10063,2025-12-07,CUST294,Clothing,Jeans,2,499,998,Pune,Card
ORD10454,2025-04-30,CUST138,Clothing,Jacket,4,299,1196,Delhi,Cash
ORD10516,2025-01-30,CUST227,Grocery,Cooking Oil,2,2499,4998,Lucknow,UPI
ORD10224,2025-08-19,CUST278,Grocery,Biscuits,1,199,199,Lucknow,UPI
ORD10222,2025-09-04,CUST290,Grocery,Tea Pack,1,1499,1499,Jaipur,Cash
ORD10834,2025-06-09,CUST273,Clothing,Jeans,2,99,198,Jaipur,UPI
ORD10466,2025-10-09,CUST345,Grocery,Tea Pack,4,499,1996,Lucknow,Cash
ORD10053,2025-03-25,CUST190,Home,Bedsheet,2,2499,4998,Kanpur,Cash
ORD10486,2025-08-03,CUST185,Electronics,Headphones,4,499,1996,Kanpur,UPI
ORD10998,2025-08-08,CUST196,Grocery,Biscuits,3,2499,7497,Kolkata,Cash
ORD10730,2025-05-15,CUST377,Grocery,Biscuits,3,2499,7497,Mumbai,UPI
ORD10156,2025-05-16,CUST374,Clothing,T-Shirt,4,99,396,Lucknow,UPI
ORD10879,2025-05-20,CUST271,Clothing,Kurta,5,1499,7495,Mumbai,UPI
ORD10704,2025-06-07,CUST287,Home,Bedsheet,1,499,499,Kanpur,UPI
ORD10249,2025-08-16,CUST139,Grocery,Biscuits,3,299,897,Jaipur,Cash
ORD10442,2025-12-02,CUST314,Grocery,Cooking Oil,1,999,999,Delhi,UPI
ORD10118,2025-11-03,CUST120,Clothing,Kurta,4,99,396,Kanpur,Card
ORD10572,2025-04-16,CUST333,Electronics,Smart Watch,5,999,4995,Mumbai,UPI
ORD10732,2025-10-03,CUST298,Grocery,Tea Pack,1,1499,1499,Delhi,Card
ORD10292,2025-10-14,CUST240,Home,Water Bottle,4,299,1196,Mumbai,Cash
ORD10923,2025-04-21,CUST332,Home,Mixer Grinder,4,199,796,Delhi,UPI
ORD10382,2025-08-22,CUST205,Grocery,Tea Pack,3,299,897,Jaipur,UPI
ORD10656,2025-03-12,CUST160,Clothing,Jacket,4,1499,5996,Pune,Cash
ORD10201,2025-02-22,CUST174,Clothing,Jacket,2,199,398,Mumbai,Cash
ORD10783,2025-12-19,CUST344,Grocery,Rice 5kg,3,99,297,Delhi,Card
ORD10992,2025-10-03,CUST102,Grocery,Tea Pack,2,2499,4998,Pune,Cash
ORD10506,2025-03-17,CUST390,Home,Mixer Grinder,4,199,796,Jaipur,Card
ORD10838,2025-08-22,CUST258,Grocery,Rice 5kg,4,99,396,Pune,Card
ORD10341,2025-06-18,CUST217,Home,Water Bottle,2,199,398,Kanpur,Card
ORD10155,2025-04-26,CUST303,Electronics,Bluetooth Speaker,1,199,199,Kolkata,Card
ORD10405,2025-05-30,CUST248,Clothing,Jeans,3,1499,4497,Jaipur,UPI
ORD10612,2025-04-23,CUST169,Electronics,Bluetooth Speaker,2,999,1998,Pune,UPI
ORD10959,2025-11-13,CUST212,Electronics,Smart Watch,1,499,499,Kanpur,UPI
ORD10862,2025-10-23,CUST287,Grocery,Tea Pack,4,999,3996,Lucknow,Cash
ORD10323,2025-06-27,CUST179,Home,Bedsheet,2,499,998,Mumbai,Cash
ORD10663,2025-05-03,CUST100,Grocery,Cooking Oil,1,299,299,Delhi,Cash
ORD10643,2025-03-15,CUST398,Grocery,Cooking Oil,4,999,3996,Kolkata,Cash
ORD10083,2025-07-14,CUST242,Grocery,Biscuits,3,299,897,Kolkata,UPI
ORD10683,2025-08-06,CUST207,Clothing,Jacket,2,499,998,Lucknow,Cash
ORD10465,2025-08-17,CUST176,Grocery,Cooking Oil,3,299,897,Lucknow,Card
ORD10737,2025-12-02,CUST351,Grocery,Rice 5kg,1,199,199,Kolkata,Cash
ORD10722,2025-07-22,CUST224,Grocery,Tea Pack,5,99,495,Lucknow,Cash
ORD10334,2025-02-10,CUST330,Clothing,Jeans,3,1499,4497,Kolkata,UPI
ORD10011,2025-01-29,CUST217,Clothing,Jeans,3,2499,7497,Kolkata,Cash
ORD10471,2025-12-03,CUST223,Grocery,Cooking Oil,1,199,199,Mumbai,Card
ORD10033,2025-01-26,CUST376,Electronics,Bluetooth Speaker,5,99,495,Kolkata,Cash
ORD10880,2025-08-25,CUST223,Electronics,Smart Watch,5,499,2495,Pune,Card
ORD10963,2025-08-07,CUST289,Clothing,Kurta,2,1499,2998,Kanpur,UPI
ORD10383,2025-12-23,CUST331,Clothing,Kurta,1,499,499,Mumbai,Cash
ORD10859,2025-12-23,CUST317,Grocery,Biscuits,4,2499,9996,Jaipur,Cash
ORD10610,2025-02-24,CUST248,Electronics,Headphones,3,999,2997,Kolkata,Card
ORD10988,2025-01-06,CUST149,Electronics,Headphones,3,1499,4497,Kolkata,Cash
ORD10997,2025-11-04,CUST259,Electronics,Bluetooth Speaker,3,499,1497,Pune,UPI
ORD10379,2025-05-13,CUST213,Home,Mixer Grinder,1,99,99,Jaipur,Card
ORD10090,2025-01-22,CUST277,Clothing,T-Shirt,5,2499,12495,Jaipur,UPI
ORD10214,2025-11-27,CUST316,Clothing,Jeans,5,99,495,Jaipur,UPI
ORD10641,2025-05-13,CUST192,Electronics,Mobile Charger,1,199,199,Kolkata,Card
ORD10134,2025-07-16,CUST219,Clothing,Jeans,2,999,1998,Kolkata,UPI
ORD10347,2025-09-30,CUST382,Home,Table Lamp,1,99,99,Kanpur,Cash
ORD10811,2025-11-16,CUST281,Clothing,Jacket,5,999,4995,Delhi,Card
ORD10008,2025-05-23,CUST332,Electronics,Mobile Charger,1,499,499,Pune,UPI
ORD10678,2025-09-19,CUST243,Home,Water Bottle,4,199,796,Kanpur,Cash
ORD10321,2025-10-03,CUST301,Grocery,Tea Pack,1,199,199,Jaipur,Cash
ORD10856,2025-10-12,CUST296,Grocery,Biscuits,2,199,398,Kolkata,UPI
ORD10188,2025-06-16,CUST390,Grocery,Tea Pack,3,1499,4497,Jaipur,Cash
ORD10553,2025-09-04,CUST269,Electronics,Bluetooth Speaker,2,1499,2998,Delhi,Cash
ORD10305,2025-02-14,CUST305,Home,Table Lamp,5,299,1495,Pune,Cash
ORD10032,2025-04-04,CUST242,Grocery,Biscuits,2,499,998,Kanpur,Cash
ORD10672,2025-01-05,CUST234,Home,Water Bottle,5,999,4995,Delhi,UPI
ORD10241,2025-08-14,CUST297,Clothing,Kurta,4,1499,5996,Mumbai,Cash
ORD10796,2025-12-29,CUST296,Home,Water Bottle,1,999,999,Pune,Card
ORD10175,2025-05-31,CUST332,Clothing,Kurta,5,999,4995,Jaipur,Card
ORD10246,2025-12-10,CUST307,Home,Water Bottle,1,99,99,Mumbai,Card
ORD10057,2025-11-25,CUST360,Clothing,T-Shirt,3,299,897,Kanpur,Card
ORD10584,2025-12-22,CUST265,Grocery,Cooking Oil,5,999,4995,Pune,Cash
ORD10821,2025-06-19,CUST281,Electronics,Mobile Charger,5,1499,7495,Lucknow,Cash
ORD10146,2025-10-07,CUST180,Electronics,Bluetooth Speaker,3,1499,4497,Lucknow,UPI
ORD10091,2025-06-24,CUST106,Clothing,T-Shirt,5,1499,7495,Kolkata,UPI
ORD10393,2025-03-12,CUST394,Grocery,Biscuits,4,999,3996,Kanpur,UPI
ORD10311,2025-08-01,CUST381,Grocery,Biscuits,5,299,1495,Kanpur,Card
ORD10360,2025-04-27,CUST282,Electronics,Smart Watch,4,499,1996,Jaipur,UPI
ORD10094,2025-06-15,CUST225,Home,Table Lamp,5,299,1495,Kolkata,Cash
ORD10759,2025-04-12,CUST349,Grocery,Cooking Oil,4,999,3996,Kanpur,Card
ORD10899,2025-08-13,CUST197,Clothing,Kurta,1,1499,1499,Delhi,Cash
ORD10377,2025-10-02,CUST143,Home,Mixer Grinder,3,1499,4497,Lucknow,Cash
ORD10244,2025-06-01,CUST256,Electronics,Headphones,3,1499,4497,Kanpur,Card
ORD10901,2025-08-19,CUST108,Clothing,Kurta,5,2499,12495,Lucknow,UPI
ORD10088,2025-06-09,CUST394,Clothing,T-Shirt,5,99,495,Pune,UPI
ORD10215,2025-04-20,CUST274,Electronics,Smart Watch,3,199,597,Kolkata,UPI
ORD10445,2025-02-14,CUST383,Home,Water Bottle,3,299,897,Kanpur,Cash
ORD10174,2025-11-21,CUST399,Electronics,Mobile Charger,3,999,2997,Jaipur,Card
ORD10426,2025-05-03,CUST353,Home,Water Bottle,1,2499,2499,Kanpur,Cash
ORD10119,2025-04-28,CUST394,Clothing,Jacket,1,99,99,Jaipur,Cash
ORD10120,2025-09-23,CUST326,Clothing,T-Shirt,2,499,998,Mumbai,Cash
ORD10697,2025-07-23,CUST152,Clothing,T-Shirt,2,199,398,Lucknow,Cash
ORD10001,2025-04-25,CUST171,Electronics,Headphones,3,199,597,Pune,Cash
ORD10395,2025-06-11,CUST330,Home,Water Bottle,2,199,398,Jaipur,Cash
ORD10402,2025-02-14,CUST324,Home,Water Bottle,3,2499,7497,Kolkata,Cash
ORD10677,2025-09-04,CUST290,Home,Mixer Grinder,5,99,495,Jaipur,UPI
ORD10893,2025-06-18,CUST300,Home,Water Bottle,2,1499,2998,Jaipur,Cash
ORD10163,2025-05-01,CUST285,Clothing,Jeans,4,499,1996,Lucknow,Card
ORD10115,2025-11-17,CUST201,Home,Mixer Grinder,2,299,598,Kanpur,Cash
